,Company,Location,Salary,Summary,Title,Job Category,City,State Code,ZIP,Area
311,RBC,"Jersey City, NJ",Not available,"Market Data Operations and Engineering. Data Base Management- Knowledge of Database administration; As part of the Fulltime Technology Analyst Program, you will...",Technology Full-Time Analyst Program- 2019,Other,Jersey City,NJ,,
312,Pennsylvania State Employees Credit Union,"Harrisburg, PA 17110","$54,405 - $81,608 a year",The Marketing Data Analyst will perform data analyses that helps drive a deeper understanding of potential customers and members and improve marketing...,Marketing Data Analyst,Data Analyst,Harrisburg,PA,17110,
313,CMADC,"Monsey, NY 10952",Not available,2+ years of healthcare data experience. Compiles data from various systems and perform quantitative and qualitative data analysis for internal and external...,Data Analyst/ Report Writer,Data Analyst,Monsey,NY,10952,
314,ABC Supply Co. Inc,"Chicago, IL",Not available,"Collaborate on data collection efforts (external API’s, public data sources, etc.). We are aiming to transform our business with data science, and as a Data...",Data Scientist (944),Data Scientist,Chicago,IL,,
315,BCD Travel,United States,Not available,Data checks on the end results are a must within one visual or across visuals using the same data points to ensure data matches....,Data Analyst,Data Analyst,United States,,,
316,Fujitsu,"Bellevue, WA",Not available,Data analyst to work on a complex analytics development project. College degree and at least 4 years of experience in data analysis....,Data Analyst,Data Analyst,Bellevue,WA,,
317,The New York Times,"New York, NY 10036",Not available,"The Times seeks a Data Analyst Intern to join our growing Data & Insight Group, which is responsible for data analytics, data science and data engineering for...",Data Analytics Intern,Analytics,New York,NY,10036,
319,JLL,"Chicago, IL 60631 (Norwood Park area)",Not available,Performs contract loads (inserts/updates) Supplier data cleansing Custom report creation Manage global category tree Ad hoc reporting and metrics Bravo data...,Sr. Data & Analytics Analyst,Analytics,Chicago,IL,60631,(Norwood Park area)
320,DXC,"New Orleans, LA 70121",Not available,"Ability to understand various data structures and common methods in data transformation. 0-2 years’ practical experience with SAS, ETL, Data Processing,...",Data Scientist Entry Level/ Early Career,Data Scientist,New Orleans,LA,70121,
321,New Balance,"Lawrence, MA",Not available,Proactively manage Material Master Data and exercise responsibility over Global Materials Library data. You should be an attentive listener and have enthusiasm...,Material Information Analyst Intern (6 Month Internship - La...,Internship,Lawrence,MA,,
322,DXC Technology,"New Orleans, LA",Not available,"Ability to understand various data structures and common methods in data transformation. 0-2 years’ practical experience with SAS, ETL, Data Processing,...",Data Scientist Entry Level/Early Career,Data Scientist,New Orleans,LA,,
323,New York City DEPARTMENT OF INVESTIGATION,"Manhattan, NY","$41,996 - $47,000 a year","Key responsibilities will include data entry, database creation and maintenance and preparation of data sets for statistical analysis, including data cleaning...",Data Analyst,Data Analyst,Manhattan,NY,,
324,Albemarle County Public Schools and Local Government,"Albemarle County, VA","$51,830 - $68,216 a year","$51,830 - $68,216 a year


                            Web Programmer Analyst. Develop and maintain a division-wide intranet, allowing data manipulation for each internal staff member....",Web Programmer Analyst,Other,Albemarle County,VA,,
325,Bloomberg,"Princeton, NJ 08544",Not available,Collaborate with data analysts and software engineers to develop creative solutions to the technical challenges facing our businesses....,Data Management Technologist,Other,Princeton,NJ,08544,
326,LOCKHEED MARTIN CORPORATION,"Camden, NJ 08103",Not available,"Establishing and maintaining program cost baselines, conducting Estimate at Completion (EAC) and variance analysis, maintaining the Earned Value system...","Financial Analyst / Entry Level / Camden, NJ",Other,Camden,NJ,08103,
327,KPMG,"Chicago, IL 60290 (Loop area)",Not available,Understanding of general landscape for data science and big data opportunities; Lighthouse – KPMG's Center of Excellence for Advanced Analytics – has both...,"Associate, Data & Analytics Consultant",Analytics,Chicago,IL,60290,(Loop area)
328,Cigna,"Bloomfield, CT 06002",Not available,"The Data Analyst collaborates with team members, technical delivery partners, systems analysts, product and business partners to evaluate analytical needs,...",Data Analyst,Data Analyst,Bloomfield,CT,06002,
329,Inspira Health Network,New Jersey,Not available,Meets with all levels of management to review Revenue Cycle Data. Analyze data to assist revenue cycle leaders in revenue management....,FINANCIAL ANALYST,Other,New Jersey,,,
330,Valley National Bank,"Wayne, NJ 07470",Not available,"Interact with management and business partners to identify appropriate data sources and data elements required for analytics, applying professional skepticism...",Data Analyst (Internal Audit),Data Analyst,Wayne,NJ,07470,
331,Unilever,"Englewood Cliffs, NJ",Not available,"Coach and develop team of sales analysts. Working knowledge of Nielsen, AMPS and Customer POS Data is strongly desired. Background & Purpose of the Job:....",Customer Business Manager - CVS,Management,Englewood Cliffs,NJ,,
332,ReachMobi,"Philadelphia, PA 19123 (Poplar-Ludlow-Yorktowne area)",Not available,Our independent teams work on 3 to 5 new “bets” at a time and must juggle these priorities each day. Data manipulation and presentation in Excel....,Business Intelligence Analyst,Business Intelligence Analyst,Philadelphia,PA,19123,(Poplar-Ludlow-Yorktowne area)
333,DISNEY,"New York, NY 10036",Not available,"Collaborate with engineering teams, data analysts and data scientists to design and build data-forward solutions based on analytics needs....",Analytics Implementation Specialist,Analytics,New York,NY,10036,
334,TheStreet,"New York, NY",Not available,Education or experience in performing data quality and/or data management. Translate business requirements into data requirements with a deep understanding of...,Business Intelligence Analyst,Business Intelligence Analyst,New York,NY,,
335,"Campfire, LLC","Seattle, WA 98118 (Seward Park area)",Not available,"Analysts, marketers, engineers:. Firm understanding of digital data collection. Minimum of 4 years experience in data analysis roles....",Digital Analytics Consultant,Analytics,Seattle,WA,98118,(Seward Park area)
336,Fire Equipment Inc,"Medford, MA 02155",Not available,"Has a need for a Business Analyst to join our talented CRM team. The Business Analyst/Salesforce Administrator will lead our organization in user onboarding,...",Business Analyst,Business Analyst,Medford,MA,02155,
337,IsoPlexis,"Branford, CT 06405",Not available,"Ability to synthesize large amounts of data into actionable information. Manage large amounts of data and translate them into concise, actionable messaging and...",Sales Operations Analyst,Other,Branford,CT,06405,
338,Black & Veatch,"New York, NY 10017 (Midtown area)",Not available,Experience in a working environment 2) meaningful work assignments 3) introduction to Black & Veatch corporate culture 4) chance to network with experienced...,Consulting Analyst Intern - Management Consulting,Internship,New York,NY,10017,(Midtown area)
339,Rabobank,"New York, NY",Not available,Data governance and management:. And (3) our proprietary Startup Data Intelligence Knowledge Base & related emerging data and research applications....,Startup Innovation Data Intelligence Analyst,Data Analyst,New York,NY,,
340,JP Morgan Chase,"Newark, DE 19713",Not available,"The Data Scientist will utilize experience exploring data, applying advanced statistical techniques, and designing machine learning algorithms to create...","Data Scientist Associate, Workforce Analytics",Analytics,Newark,DE,19713,
341,Ralph Lauren,"New York, NY",Not available,"Experience leveraging and analyzing unstructured data, i.e., social media data. Partner with data platform team to help optimize data capture, validation, and...","Customer Insights Analyst, Data Science, CIEM",Data Analyst,New York,NY,,
342,"Scadea Solutions, Inc.","Somerset, NJ","$124,000 a year","Requires Bachelor's degree or foreign equivalent in Computer Science, Engineering (any), Pharmacy, Business Administration, Management, or related and 5 years...",Business Analyst,Business Analyst,Somerset,NJ,,
343,UC Davis Health,"Sacramento, CA 95820","$5,917 - $12,733 a month",This Senior Health Data Analyst is responsible for supporting population health management and value-based care initiatives by applying extensive knowledge of...,Sr. Health Data Analyst,Data Analyst,Sacramento,CA,95820,
344,Allstate,"Bothell, WA 98021",Not available,"Data Science incorporates techniques across many disciplines – including mathematics/statistics, computer programming, data engineering and ETL, software...",Junior Data Scientist,Data Scientist,Bothell,WA,98021,
345,Uber,"New York, NY 10001 (Chelsea area)",Not available,Exceptional data management skills. The Senior Data Analyst will play a big part in developing our strategy to scale restaurant support as we develop onboarding...,Analytics & Insights Senior Data Analyst,Analytics,New York,NY,10001,(Chelsea area)
346,Cayuga Medical Center,"Ithaca, NY 14850",Not available,"This position supports analysis of complex, multi-organizational clinical and financial data to assess quality, cost, and access outcomes and various supporting...",DATA ANALYST,Data Analyst,Ithaca,NY,14850,
347,Jabil Inc.,"Memphis, TN",Not available,"Assess the adequacy of data gathering methods utilized by purchasing, inventory control, or production planning....",Cost Analyst,Other,Memphis,TN,,
