Title,Summary,Company,Location,Salary
Data Scientist,"Data Scientist - 28724. Minimum of 3+ years relevant analytics and data mining & modeling work experience. This hands-on position reports to the Manager, Data...",Nielsen,"New York, NY",Not available
Associate Data Scientist,Associate Data Scientist. Track daily industry news and data trends and disseminate relevant findings to management and team....,comScore,"Portland, OR",Not available
Senior Data Scientist,"The Senior Data Scientist will wrangle large and complex data sets, and build machine learning models to aid Hackensack Meridian Health initiatives across all...",Hackensack University Med Cntr,"Edison, NJ",Not available
Expert Data Scientist,"The Expert Data Scientist needs…. Our Next Expert Data Scientist will…. Big Data and Fast Data (i.e., real time streaming)....",The Boston Consulting Group,"Seattle, WA 98101 (Downtown area)",Not available
Data Scientist / Statistician / Economist,Experienced R programmer also proficient in other languages important to the ETL data pipeline (e.g. Experience with data visualization packages (e.g....,Apple,"Santa Clara Valley, CA",Not available
Machine Learning Engineering Internship - Summer 2019,"The Applied Machine Learning team at Vimeo is focused on developing, deploying, and maintaining machine learning models to help support and enhance the...",Vimeo Internships,"New York, NY",Not available
Data Scientist Intern,"Understanding of data mining and analysis. Day-to-day responsibilities include assisting the Purchasing, Product Management and Marketing departments’ needs for...",SSF IMPORTED AUTO PARTS LLC,"San Diego, CA 92121",$15 - $18 an hour
AI/Machine Learning Researchers,"Please submit your CV/cover letter to info@systemsoncology.com, and include the job title for which you are applying in the subject line....",SYSTEMS ONCOLOGY,"Scottsdale, AZ",Not available
Data Scientist,"Strong belief that exploratory data analysis is necessary before attempting any solution. The Data Team. As a Data Scientist at MealPal, you'll partner with...",MealPal,"New York, NY",Not available
Senior Data Scientist - Healthcare Analytics,"Strong Healthcare data knowledge (medical claims data, clinical data, pharmacy data and eligibility data). Working clinical knowledge on specialty conditions...",Cigna,"Greenwood Village, CO",Not available
Python/Machine Learning Developer- No C2C,"Python (1) Big Data/Query (1) Machine Learning (2) Docker/Kubernetes (2) React (2) Automation Exposure (Jest/Py-test) (2) Relational DBs-DB2, Oracle (2...",Mastech Digital,"Atlanta, GA",Not available
Data Scientist,"As a Data Scientist at Eaze, you'll report to the Director of Analytics and work on building models and helping run experiments to improve Eaze’s business and...",Eaze,"San Francisco, CA",Not available
Senior Manager Data Scientist (Machine Learning),"Senior Manager Data Scientist with expertise in machine learning, artificial intelligence, statistical data analytics, and applications....",Otsuka Pharmaceutical,"Princeton, NJ",Not available
Quantitative Analyst I,"Ability to systematically apply statistical and/or logical techniques to describe and evaluate data, including data mining and time series analysis, and to...",Fannie Mae,"Washington, DC 20022 (Brentwood area)",Not available
Human Capital Senior Consultant - Data Scientist,"The Deloitte People Analytics team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from...",Deloitte,"Charlotte, NC",Not available
Computer Vision / NLP Internship,"In collaboration with cross-functional Watson Health teams, IBM Research and external partners, the team develops cognitive solutions that combine imaging and...",IBM,"Cambridge, MA 02139 (Area IV area)",Not available
"Data Scientist Technical Lead, Google Maps","12 years of directly relevant, tech industry work experience (e.g., as a statistician, bioinformatician, or data scientist), with deep expertise in statistical...",Google,"New York, NY 10011 (Chelsea area)",Not available
Data Scientist Sr,"Determines the appropriate analytics based on the data and the desired outcomes, using techniques including feature detection, statistics, data mining,...",Digital Age Analytics,"Quantico, VA",Not available
"Data Scientist, Webex Teams","Transform complex, high-volume, high dimensionality data from varying sources into business insights and solution recommendations....",Cisco,"San Jose, CA",Not available
Data Scientist,"BS in Computer Science, Data Science, Data Analytics, or Applied Statistics. 3+ years of experience with machine learning, data mining, statistical modeling...",Thermo Fisher Scientific,"Carlsbad, CA 92009",Not available
Business Intelligence Engineer / Analyst,"Explore/analyze data and work with Research Scientists, Data Scientists and Product Managers to understand customer behaviors, spot system defects, and...",Amazon.com,"Seattle, WA",Not available
Cancer Research Data Analyst,"Partner with members of the clinical, technical, analytical, and operational staff to improve data quality and resolve data issues....",Mid-Atlantic Permanente Medical Group,United States,Not available
Data Scientist,The Contract Data Scientist will support ECI’s predictive analytics project focusing on evaluating and predicting organizational compliance risk applying...,Ethics & Compliance Initiative (ECI),"Vienna, VA",Not available
Statistical Analyst I,"Job duties include project definition, data and quantitative analysis, retail test analysis, teaming with clients, and presenting project work....",American Greetings,"Westlake, OH 44145",Not available
Research Scientist,"Experience creating experimental and analytic plans for data modeling processes, use of strong baselines, experience determining cause and effect relations....",Amazon.com,"Cambridge, MA",Not available
Senior Data Engineer,Ability to work with scientists and researchers in order to understand the data structures. We seek an individual to work on our multidisciplinary team of data...,Harvard University,"Boston, MA",Not available
